Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
220	NCT02049333	Cataract Surgery vs Cataract Surgery With ECPL for Treatment of Plateau Iris Configuration or Syndrome	Completed	No Results Available	Glaucoma	Procedure: Phacoemulsification|Procedure: Endoscopic Cycloplasty (ECPL)	Credit Valley EyeCare	Both	Adult|Senior		26	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	ECPLateau10.1	January 27, 2014	November 2010	November 2013	January 29, 2014	January 2014	No Study Results Posted	null	November 2013	Anterior Chamber Angle Depth (nasal angle)|Number of glaucoma medications|Intraocular pressure (IOP)	https://ClinicalTrials.gov/show/NCT02049333
221	NCT02003547	A Single Centre Study to Evaluate 3 Ophthalmic Formulations in Healthy Subjects	Completed	No Results Available	Glaucoma|Ocular Hypertension|Eye Disease	Drug: AMA0076|Drug: Placebo	Amakem, NV	Both	Adult	Phase 1	21	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	AMA0076-M-101|2013-002334-21	December 2, 2013	September 2013	December 2013	May 1, 2014	May 2014	No Study Results Posted	null	December 2013	Intraocular Pressure|Safety and Tolerability	https://ClinicalTrials.gov/show/NCT02003547
222	NCT02001155	Comparing the Effect of the Water Drinking Test on Intraocular Pressure	Active, not recruiting	No Results Available	Glaucoma	Procedure: Water Drinking Test	Wills Eye	Both	Adult|Senior		40	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	WEH - 10-989E	November 26, 2013	July 2013	July 2014	December 3, 2013	November 2013	No Study Results Posted	null	February 2014	Intraocular Pressure (IOP)	https://ClinicalTrials.gov/show/NCT02001155
223	NCT01938287	SENSIMED Triggerfish in Closed Eyes	Completed	No Results Available	Glaucoma	Device: SENSIMED Triggerfish	Sensimed AG	Both	Adult|Senior	Phase 4	6	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	TF-1301	July 26, 2013	July 2013	February 2014	March 3, 2014	March 2014	No Study Results Posted	null	September 2013	The difference between start and end TF (SENSIMED Triggerfish) in a closed eye as compared to the difference between start to end TF in an open eye	https://ClinicalTrials.gov/show/NCT01938287
224	NCT01927406	The Secondary Beneficial Effects of Prostaglandin Analog Treatment in Thyroid Eye Disease Patients.	Not yet recruiting	No Results Available	Thyroid Eye Disease|Ocular Hypertension|Glaucoma	Drug: Prostaglandin Analog|Drug: Timolol	Stanford University	Both	Adult|Senior	Phase 4	30	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Single Blind (Outcomes Assessor)	26654	August 16, 2013	August 2013	August 2015	August 19, 2013	August 2013	No Study Results Posted	null	August 2015	Change from baseline in appearance of facial periorbital region at 12 months.|Change from baseline in Hertel exophthalmometry at 12 and 24 months.|Change from baseline in intraocular pressure at 12 and 24 months.|Change from baseline in appearance of facial periorbital region at 24 months.	https://ClinicalTrials.gov/show/NCT01927406
225	NCT01920867	Stem Cell Ophthalmology Treatment Study	Recruiting	No Results Available	Retinal Disease|Macular Degeneration|Hereditary Retinal Dystrophy|Optic Nerve Disease|Glaucoma	Procedure: RB (Retrobulbar)|Procedure: ST (Subtenon)|Procedure: IV (Intravenous)|Procedure: IVIT (Intravitreal)|Procedure: IO (Intraocular)	Retina Associates of South Florida|MD Stem Cells	Both	Adult|Senior		300	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	ICMS-2013-0019.	August 8, 2013	August 2013	August 2017	October 16, 2015	October 2015	No Study Results Posted	SCOTS	August 2016	Visual acuity|Visual fields	https://ClinicalTrials.gov/show/NCT01920867
226	NCT01879501	Living Successfully With Chronic Eye Diseases	Recruiting	No Results Available	Chronic Diseases|Low Vision|Diabetic Retinopathy|Glaucoma|Age-related Macular Degeneration	Behavioral: Low Vision Self-Management Program	Singapore Eye Research Institute|Ministry of Health, Singapore|University of Melbourne|Singapore National Eye Centre|Curtin University of Technology	Both	Adult|Senior		160	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Health Services Research|Masking: Single Blind (Outcomes Assessor)	HSRG11MAY005	April 10, 2013	January 2013	January 2015	June 14, 2013	June 2013	No Study Results Posted	ADAPT-LAH	January 2014	Vision-related quality of life|Perceived self-efficacy, emotional well being, and vision-specific distress	https://ClinicalTrials.gov/show/NCT01879501
227	NCT01841580	Proteomic Profiles in Trabeculectomy Patients	Recruiting	No Results Available	Glaucoma		Singapore National Eye Centre	Both	Adult|Senior		120	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	R980/89/2012|2013/020/A	April 19, 2013	November 2013	March 2017	May 18, 2015	January 2013	No Study Results Posted	null	March 2017	Change from baseline in the tear protein profiles in trabeculectomy patients at 3 years|Symptoms and severity of dry eye disease|Amount of tears will be measured|Tear Osmolarity will be measured|Tear meniscus height will be measured	https://ClinicalTrials.gov/show/NCT01841580
228	NCT01766596	Study the Signs of Ocular Degeneration in a Population Cohort (Dijon 3C Cohort)	Recruiting	No Results Available	AMD|Glaucoma	Procedure: Optical Coherence Tomography	Centre Hospitalier Universitaire Dijon	Both	Child|Adult|Senior		3000	Other	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	Creuzot-Garcher PHRC IR 2009	January 10, 2013	October 2009	null	January 10, 2013	January 2013	No Study Results Posted	3C	October 2013	Measure the mean thickness of postganglionic fibers	https://ClinicalTrials.gov/show/NCT01766596
229	NCT02157025	A More Engaging Visual Field Test to Increase Use and Reliability in Pediatrics	Recruiting	No Results Available	Glaucoma, Suspect|Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System|Congenital Coloboma of the Optic Nerve|Optic Nerve Head Pits, Bilateral Congenital	Device: Cartoon video fixation target and cartoon character voice audio instructions during Humphrey perimetry|Other: Usual Care procedures during Humphrey perimetry for children	Nova Southeastern University	Both	Child		20	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	KID_VF	June 2, 2014	February 2015	null	October 5, 2015	October 2015	No Study Results Posted	null	December 2015	Humphrey Visual Field Test-Retest Variability of Mean Deviation scores (dB)|Humphrey Visual Field Reliability Indices and Ratings	https://ClinicalTrials.gov/show/NCT02157025
230	NCT02045823	OCT Agreement and Precision Study	Completed	No Results Available	Normal Eyes|Eyes With Glaucoma|Eyes With Retinal Disease		Topcon Medical Systems, Inc.	Both	Adult|Senior		150	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	Maestro2000AP	January 22, 2014	January 2014	April 2014	July 28, 2014	July 2014	No Study Results Posted	null	April 2014	Retinal Thickness	https://ClinicalTrials.gov/show/NCT02045823
231	NCT01814514	Safety Study of Aqueous Suppression After Ahmed Glaucoma Valve (AGV) Implantation	Recruiting	No Results Available	Hypertensive Phase	Drug: Timolol-trusopt|Drug: placebo	Zahra Rabbani Khah|Shahid Beheshti Medical University	Both	Adult|Senior	Phase 2	94	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	90166	March 7, 2013	January 2011	null	March 19, 2013	March 2013	No Study Results Posted	null	March 2013	intraocular pressure-hypertensive phase success rate|intraocular pressure success rate	https://ClinicalTrials.gov/show/NCT01814514
232	NCT01898624	Specified Drug Use-results Survey of Betanis Tablets	Recruiting	No Results Available	Overactive Bladder	Drug: Betanis	Astellas Pharma Inc	Both	Child|Adult|Senior		300	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	BE0004	July 10, 2013	December 2012	January 2015	July 10, 2013	July 2013	No Study Results Posted	null	January 2015	The occurrence of ocular adverse events such as increased intraocular pressure and worsening of glaucoma|Changes in OABSS (Over Active Bladder Symptoms Score)	https://ClinicalTrials.gov/show/NCT01898624
233	NCT01978015	Blood-aqueous Barrier Changes After the Use of Timolol and Prostaglandin Analogues Fixed Combination in Pseudophakic Patients With POAG	Completed	No Results Available	Uveitis, Anterior|Cystoid Macular Edema	Drug: travoprost and timolol maleate fixed combination|Drug: latanoprost and maleate timolol fixed combination|Drug: bimatoprost and timolol maleate fixed combination|Drug: dextran and hypromellose	University of Campinas, Brazil	Both	Adult|Senior	Phase 4	69	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	CEP424/2010|CAAE0319014600010	October 25, 2013	October 2011	January 2013	October 31, 2013	October 2013	No Study Results Posted	null	July 2012	Change of mean flare values from baseline at 6 months|Change of mean macular thickness values from baseline at 6 months	https://ClinicalTrials.gov/show/NCT01978015
234	NCT01843920	The Effect of Glaucoma Drops on of the Duration of a Pure Intraocular Gas Bubble	Completed	No Results Available	Scleral Buckling	Drug: Timolol-dorzolamide (Glaucoma drops)|Drug: standard post-operative topical drops	Brian Burke, MPH|Wills Eye	Both	Adult|Senior		20	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	11095 Gas Duration|11-095	April 18, 2013	June 2011	April 2013	May 6, 2013	May 2013	No Study Results Posted	null	April 2013	Complete resolution of intraocular gas bubble|Return of intraocular pressure to normal levels	https://ClinicalTrials.gov/show/NCT01843920
235	NCT02030886	IOP Patterns in Ocular Hypertensive Patients Newly Converted to Glaucoma vs Stable Ocular Hypertensive Patients	Recruiting	No Results Available	Ocular Hypertension	Device: Sensimed Triggersfish®	Sensimed AG|Yale University	Both	Adult|Senior		48	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	TF-1302	December 30, 2013	December 2013	June 2015	May 19, 2015	May 2015	No Study Results Posted	null	June 2015	To assess the relationship between IOP pattern as recorded by TF, and quantified by acrophase scored dichotomously, and conversion to glaucoma in OHT patients (conversion status)|Acrophase (peak) scored continuously (i.e. actual time of occurrence)|Amplitude of best-fitting cosine curve to 24-hour IOP measurements recorded by sensor lens	https://ClinicalTrials.gov/show/NCT02030886
236	NCT02539758	The Effect of Ocular Massage on the Management of Elevated Intraocular Pressure After Acute Angle Closure	Completed	No Results Available	Intraocular Pressure	Other: ocular massage|Device: LenstarLS900|Device: Goldmann tonometer	Lv Yingjuan|Tianjin Medical University Eye Hospital	Both	Adult|Senior		20	Other	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	tjykdxykyy2	August 8, 2015	July 2013	September 2014	August 31, 2015	August 2015	No Study Results Posted	null	September 2014	observed changes of anterior chamber depth before and after ocular massage|observed changes of intraocular pressure before and after ocular massage	https://ClinicalTrials.gov/show/NCT02539758
237	NCT02444767	Bimatoprost Ocular Insert Pharmacokinetic Study	Completed	No Results Available	Healthy Volunteers	Drug: 13mg Bimatoprost Ocular Insert	ForSight Vision5, Inc.	Both	Adult	Phase 1	11	Industry	Interventional	Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Primary Purpose: Basic Science|Masking: Open Label	FSV5-006	May 12, 2015	March 2015	April 2015	May 13, 2015	May 2015	No Study Results Posted	null	April 2015	Whole blood concentrations of bimatoprost and bimatoprost acid	https://ClinicalTrials.gov/show/NCT02444767
238	NCT01997255	Adjunctive Everolimus (RAD 001) Therapy for Epilepsy in Children With Sturge-Weber Syndrome (SWS)	Recruiting	No Results Available	Sturge Weber Syndrome	Drug: Everolimus	Baylor College of Medicine|Novartis Pharmaceuticals	Both	Child|Adult	Phase 2	25	Other|Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	H-33251|CRAD001MUS214T	November 15, 2013	April 2014	April 2018	March 23, 2015	March 2015	No Study Results Posted	null	April 2016	Evaluate the clinical effectiveness of Everolimus as an adjunct treatment to reduce the seizure activity|Clinical progression of facial and/or body port-wine hemangioma|Clinical progression of glaucoma	https://ClinicalTrials.gov/show/NCT01997255
239	NCT01987323	Safety and Efficacy of Liposomal Latanoprost in Ocular Hypertension	Completed	No Results Available	Ocular Hypertension	Drug: Subconjunctival injection of liposomal latanoprost	Singapore Eye Research Institute	Both	Adult|Senior	Phase 1|Phase 2	6	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	R967/76/2012	October 30, 2013	January 2013	June 2013	November 18, 2013	November 2013	No Study Results Posted	null	June 2013	Number of participants with serious adverse events|intraocular pressure	https://ClinicalTrials.gov/show/NCT01987323
240	NCT02105311	Effect of Selective Laser Trabeculoplasty Versus Travoprost on Circardian Intraocular Pressure	Recruiting	No Results Available	Intraocular Pressure	Device: Selective laser trabeculoplasty|Drug: Travoprost	Prince of Songkla University	Both	Adult|Senior	Phase 4	60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	EC57-020-02-1	March 28, 2014	March 2014	July 2017	June 11, 2015	June 2015	No Study Results Posted	null	February 2017	Change of circadian intraocular pressure|Position related intraocular pressure|Ocular surface disease	https://ClinicalTrials.gov/show/NCT02105311
